iter	Accuracy	MultiClass
1820	0.4785629688	2.279585718
1821	0.4787208843	2.279192584
1822	0.4789577576	2.278799675
1823	0.4789103829	2.278643621
1824	0.4790682985	2.278416537
1825	0.47908409	2.278335988
1826	0.4791156731	2.278127123
1827	0.4792104224	2.277861725
1828	0.4794630872	2.277272034
1829	0.4794630872	2.277144233
1830	0.4794315041	2.277140473
1831	0.4797631267	2.276811837
1832	0.4799368338	2.276122566
1833	0.4798736676	2.27609116
1834	0.4798420845	2.27602059
1835	0.4797157521	2.27567148
1836	0.4798736676	2.275098879
1837	0.4798262929	2.274929698
1838	0.4803632057	2.274585108
1839	0.4804737465	2.27425422
1840	0.4802526648	2.273866779
1841	0.4803947888	2.273471332
1842	0.4804421634	2.273400727
1843	0.4804105803	2.272871352
1844	0.4808211607	2.272522652
1845	0.4808369522	2.272412347
1846	0.4808843269	2.272127032
1847	0.4810738255	2.271697016
1848	0.4812475326	2.271468436
1849	0.481547572	2.270956203
1850	0.4816423214	2.270498402
1851	0.48183182	2.269826391
1852	0.4819423608	2.2695756
1853	0.4819107777	2.269544493
1854	0.4821002764	2.269216601
1855	0.4820686932	2.269180262
1856	0.4818002369	2.268943275
1857	0.4818949862	2.268804262
1858	0.4821634426	2.268465081
1859	0.4824318989	2.267759672
1860	0.4824318989	2.267096544
1861	0.4824950651	2.267073602
1862	0.4828108962	2.266717381
1863	0.4829846032	2.266442473
1864	0.4830003948	2.266132973
1865	0.4833162258	2.265671144
1866	0.4834583498	2.265128339
1867	0.4836004737	2.264359577
1868	0.483837347	2.263905514
1869	0.4837899724	2.263767869
1870	0.4838847217	2.263268572
1871	0.4840268456	2.263013805
1872	0.4842163443	2.262814591
1873	0.4840900118	2.262679292
1874	0.4842479274	2.262280213
1875	0.4841847612	2.262150809
1876	0.4842005527	2.26174485
1877	0.4843110936	2.261133978
1878	0.484611133	2.260730299
1879	0.4846900908	2.260251569
1880	0.4848322148	2.259815553
1881	0.4850848796	2.259663727
1882	0.4849427556	2.259532773
1883	0.4853059613	2.258836635
1884	0.4858270825	2.258117066
1885	0.485984998	2.257315404
1886	0.4859060403	2.257291122
1887	0.486442953	2.256929428
1888	0.4863955784	2.256678131
1889	0.4864903277	2.256025224
1890	0.4863955784	2.255963187
1891	0.4868377418	2.255317535
1892	0.4869166996	2.254893644
1893	0.4869956573	2.254841213
1894	0.4870114489	2.254692111
1895	0.4869798658	2.25452633
1896	0.4873272799	2.254103196
1897	0.4874378208	2.253811148
1898	0.4877220687	2.253006454
1899	0.4881168575	2.25226784
1900	0.4882273983	2.251746974
1901	0.4884642716	2.251528544
1902	0.4883853139	2.251299274
1903	0.4884800632	2.251209353
1904	0.4884011054	2.250965516
1905	0.4886221871	2.250791552
1906	0.4887643111	2.250447193
1907	0.4887801026	2.250151705
1908	0.4888590604	2.250052838
1909	0.4889696013	2.249926435
1910	0.4889853928	2.249524222
1911	0.4892538492	2.248405819
1912	0.4892538492	2.24840351
1913	0.4893801816	2.248076944
1914	0.4895854718	2.247819708
1915	0.4896644295	2.247533845
1916	0.4896170549	2.247443843
1917	0.4897118042	2.247104789
1918	0.489964469	2.246789277
1919	0.4902329254	2.246011304
1920	0.4905803395	2.245085792
1921	0.4908172128	2.244291572
1922	0.4911804185	2.243739365
1923	0.4913541255	2.243499886
1924	0.4912909593	2.242914548
1925	0.4914015002	2.242888946
1926	0.4915594157	2.242281798
1927	0.4917331228	2.242196839
1928	0.4914646664	2.24148344
1929	0.4916067904	2.240883289
1930	0.4917647059	2.24056604
1931	0.4918436636	2.24038405
1932	0.4920331623	2.240239423
1933	0.4920805369	2.240117091
1934	0.4921437031	2.239744349
1935	0.4927595736	2.239137287
1936	0.4926016581	2.238907277
1937	0.4928385314	2.237995611
1938	0.4928385314	2.237992986
1939	0.4929648638	2.237931721
1940	0.4930122385	2.237748941
1941	0.4931385709	2.237462319
1942	0.4931069878	2.237427692
1943	0.4932491117	2.237285317
1944	0.493343861	2.236883733
1945	0.4932175286	2.236776365
1946	0.4936596921	2.236341438
1947	0.4936439005	2.236209266
1948	0.493801816	2.235590448
1949	0.4938491907	2.235106441
1950	0.4940544809	2.234686741
1951	0.4941334386	2.234505752
1952	0.4941650217	2.234479364
1953	0.4945440189	2.233478527
1954	0.4947019345	2.233148972
1955	0.49485985	2.232786612
1956	0.4952230557	2.231627862
1957	0.4956020529	2.231313143
1958	0.4960126332	2.230397543
1959	0.4963442558	2.229777914
1960	0.4965179629	2.229457062
1961	0.4964390051	2.228735881
1962	0.4964232136	2.228656909
1963	0.4966600869	2.228339191
1964	0.4965021713	2.228250322
1965	0.4965969206	2.228102068
1966	0.496549546	2.228087061
1967	0.4966285038	2.227800885
1968	0.4965969206	2.227698278
1969	0.4967232531	2.227599163
1970	0.4967864193	2.227419226
1971	0.4968811686	2.226832425
1972	0.4971338334	2.226113931
1973	0.4973075405	2.225838066
1974	0.4972443743	2.225660893
1975	0.4977023293	2.225316256
1976	0.497639163	2.225121838
1977	0.4978286617	2.224802721
1978	0.497923411	2.223727845
1979	0.4979707856	2.223590749
1980	0.4981602842	2.223494847
1981	0.4980813265	2.223384665
1982	0.4979707856	2.223365899
1983	0.4984287406	2.223045185
1984	0.4987603632	2.222712307
1985	0.4988235294	2.222301627
1986	0.4987919463	2.222175685
1987	0.4989182787	2.222150225
1988	0.4990288196	2.221819175
1989	0.4990288196	2.221479369
1990	0.4989814449	2.221456722
1991	0.4992183182	2.221406391
1992	0.4991393604	2.221034592
1993	0.4992656929	2.220935083
1994	0.4993920253	2.22062308
1995	0.4993604422	2.220531988
1996	0.499613107	2.220260827
1997	0.4997868141	2.219990682
1998	0.5000868535	2.219688842
1999	0.5000868535	2.219236354
